carrier,flight,month_name,time_hour,dep_delay,arr_delay,dep_delay_cat,arr_delay_cat
DL,807,August,2013-08-23T11:00:00Z,-6,-4,Kind of on time,Kind of on time
B6,1295,September,2013-09-12T00:00:00Z,-5,-10,Kind of on time,Kind of on time
DL,1170,May,2013-05-29T18:00:00Z,-6,-25,Kind of on time,Kind of on time
9E,3525,November,2013-11-26T02:00:00Z,-6,-15,Kind of on time,Kind of on time
EV,4299,May,2013-05-29T20:00:00Z,-2,-6,Kind of on time,Kind of on time
DL,1902,November,2013-11-20T19:00:00Z,-1,23,Kind of on time,Kind of on time
DL,1485,March,2013-03-13T23:00:00Z,-1,1,Kind of on time,Kind of on time
EV,5795,November,2013-11-07T12:00:00Z,26,25,Kind of on time,Kind of on time
UA,222,July,2013-07-06T14:00:00Z,-2,-38,Kind of on time,Early
EV,4548,November,2013-11-08T15:00:00Z,-5,-7,Kind of on time,Kind of on time
EV,4583,August,2013-08-21T15:00:00Z,-11,-21,Kind of on time,Kind of on time
B6,739,May,2013-05-13T03:00:00Z,-5,-4,Kind of on time,Kind of on time
MQ,3407,November,2013-11-11T13:00:00Z,-8,-18,Kind of on time,Kind of on time
B6,431,September,2013-09-12T17:00:00Z,-5,60,Kind of on time,Late
UA,1186,February,2013-02-12T17:00:00Z,-2,-2,Kind of on time,Kind of on time
DL,83,January,2013-01-25T00:00:00Z,-2,0,Kind of on time,Kind of on time
9E,3459,February,2013-02-13T21:00:00Z,-11,-15,Kind of on time,Kind of on time
DL,2003,September,2013-09-21T11:00:00Z,-8,-44,Kind of on time,Early
EV,4700,August,2013-08-29T01:00:00Z,141,112,Late,Late
B6,537,February,2013-02-09T20:00:00Z,12,-14,Kind of on time,Kind of on time
EV,4181,March,2013-03-31T18:00:00Z,49,66,Late,Late
9E,3383,April,2013-04-19T20:00:00Z,67,91,Late,Late
EV,4312,May,2013-05-29T23:00:00Z,-2,1,Kind of on time,Kind of on time
EV,5810,August,2013-08-16T16:00:00Z,-7,-29,Kind of on time,Kind of on time
US,2142,February,2013-02-08T01:00:00Z,3,5,Kind of on time,Kind of on time
MQ,4661,April,2013-04-08T15:00:00Z,-3,-5,Kind of on time,Kind of on time
US,1431,July,2013-07-20T09:00:00Z,-4,-10,Kind of on time,Kind of on time
9E,3841,October,2013-10-17T12:00:00Z,21,19,Kind of on time,Kind of on time
EV,5819,June,2013-06-24T11:00:00Z,-5,-18,Kind of on time,Kind of on time
EV,4543,September,2013-09-05T00:00:00Z,-12,-29,Kind of on time,Kind of on time
EV,4166,August,2013-08-23T11:00:00Z,-6,-6,Kind of on time,Kind of on time
B6,515,April,2013-04-10T01:00:00Z,-18,-25,Kind of on time,Kind of on time
UA,430,June,2013-06-21T11:00:00Z,-1,3,Kind of on time,Kind of on time
WN,427,June,2013-06-10T17:00:00Z,-2,-30,Kind of on time,Kind of on time
B6,1295,July,2013-07-26T00:00:00Z,-4,-23,Kind of on time,Kind of on time
B6,1783,September,2013-09-11T17:00:00Z,12,14,Kind of on time,Kind of on time
B6,1634,September,2013-09-15T13:00:00Z,0,1,Kind of on time,Kind of on time
AA,303,April,2013-04-26T10:00:00Z,-6,3,Kind of on time,Kind of on time
VX,413,July,2013-07-06T20:00:00Z,50,10,Late,Kind of on time
DL,1847,March,2013-03-01T15:00:00Z,-3,-10,Kind of on time,Kind of on time
B6,327,July,2013-07-04T21:00:00Z,-7,-4,Kind of on time,Kind of on time
DL,731,October,2013-10-29T10:00:00Z,-5,4,Kind of on time,Kind of on time
EV,4543,April,2013-04-07T23:00:00Z,-6,-1,Kind of on time,Kind of on time
EV,4357,February,2013-02-15T13:00:00Z,-6,-5,Kind of on time,Kind of on time
DL,181,March,2013-03-08T14:00:00Z,5,6,Kind of on time,Kind of on time
UA,1087,August,2013-08-11T19:00:00Z,-4,-7,Kind of on time,Kind of on time
DL,1231,August,2013-08-26T18:00:00Z,6,2,Kind of on time,Kind of on time
AA,883,April,2013-04-17T19:00:00Z,2,-16,Kind of on time,Kind of on time
9E,3579,December,2013-12-02T13:00:00Z,-11,-29,Kind of on time,Kind of on time
DL,1133,February,2013-02-28T00:00:00Z,135,120,Late,Late
AA,145,February,2013-02-02T22:00:00Z,-3,-11,Kind of on time,Kind of on time
B6,643,March,2013-03-17T11:00:00Z,-2,15,Kind of on time,Kind of on time
EV,4963,August,2013-08-04T10:00:00Z,-1,-2,Kind of on time,Kind of on time
UA,1416,January,2013-01-11T00:00:00Z,-1,-10,Kind of on time,Kind of on time
UA,1637,March,2013-03-11T23:00:00Z,-3,5,Kind of on time,Kind of on time
AA,327,February,2013-02-23T16:00:00Z,11,12,Kind of on time,Kind of on time
DL,575,January,2013-01-09T11:00:00Z,-3,-4,Kind of on time,Kind of on time
AA,133,June,2013-06-04T19:00:00Z,63,39,Late,Late
B6,223,October,2013-10-21T13:00:00Z,-7,-13,Kind of on time,Kind of on time
MQ,3644,December,2013-12-17T14:00:00Z,187,237,Late,Late
AA,1837,March,2013-03-07T11:00:00Z,-8,-24,Kind of on time,Kind of on time
9E,4065,August,2013-08-15T13:00:00Z,-4,-28,Kind of on time,Kind of on time
UA,1712,May,2013-05-10T21:00:00Z,1,-2,Kind of on time,Kind of on time
EV,4576,October,2013-10-24T19:00:00Z,-5,-11,Kind of on time,Kind of on time
WN,149,April,2013-04-24T16:00:00Z,-4,1,Kind of on time,Kind of on time
DL,1415,May,2013-05-21T11:00:00Z,-2,-35,Kind of on time,Early
EV,4329,May,2013-05-13T00:00:00Z,186,174,Late,Late
EV,4361,September,2013-09-17T00:00:00Z,-2,5,Kind of on time,Kind of on time
US,1085,July,2013-07-09T15:00:00Z,-6,-4,Kind of on time,Kind of on time
DL,95,June,2013-06-29T19:00:00Z,35,18,Late,Kind of on time
US,2183,December,2013-12-03T19:00:00Z,-7,-7,Kind of on time,Kind of on time
9E,3798,March,2013-03-27T23:00:00Z,5,-4,Kind of on time,Kind of on time
US,2116,May,2013-05-20T11:00:00Z,8,25,Kind of on time,Kind of on time
UA,497,October,2013-10-27T11:00:00Z,-4,8,Kind of on time,Kind of on time
UA,653,December,2013-12-31T01:00:00Z,15,5,Kind of on time,Kind of on time
EV,4522,July,2013-07-22T11:00:00Z,26,34,Kind of on time,Late
B6,408,June,2013-06-27T21:00:00Z,26,28,Kind of on time,Kind of on time
B6,299,November,2013-11-12T22:00:00Z,1,32,Kind of on time,Late
AA,133,July,2013-07-09T19:00:00Z,-4,13,Kind of on time,Kind of on time
EV,5712,May,2013-05-28T18:00:00Z,39,35,Late,Late
AA,119,August,2013-08-05T22:00:00Z,-5,4,Kind of on time,Kind of on time
EV,5711,February,2013-02-08T15:00:00Z,42,37,Late,Late
MQ,3407,October,2013-10-30T12:00:00Z,-6,-17,Kind of on time,Kind of on time
B6,1103,June,2013-06-30T01:00:00Z,194,169,Late,Late
B6,527,November,2013-11-22T02:00:00Z,58,44,Late,Late
DL,415,November,2013-11-24T23:00:00Z,23,14,Kind of on time,Kind of on time
EV,4377,June,2013-06-30T18:00:00Z,NA,NA,NA,NA
EV,4240,July,2013-07-04T01:00:00Z,107,85,Late,Late
9E,3395,August,2013-08-06T00:00:00Z,36,3,Late,Kind of on time
UA,1259,July,2013-07-10T23:00:00Z,331,301,Late,Late
EV,4247,October,2013-10-10T01:00:00Z,32,6,Late,Kind of on time
WN,163,May,2013-05-19T16:00:00Z,-1,-37,Kind of on time,Early
EV,3815,December,2013-12-15T13:00:00Z,NA,NA,NA,NA
DL,2042,September,2013-09-11T21:00:00Z,10,25,Kind of on time,Kind of on time
B6,56,January,2013-01-09T14:00:00Z,-5,-22,Kind of on time,Kind of on time
MQ,4309,June,2013-06-08T19:00:00Z,47,19,Late,Kind of on time
UA,1241,May,2013-05-24T00:00:00Z,45,23,Late,Kind of on time
EV,4091,October,2013-10-16T18:00:00Z,-10,-10,Kind of on time,Kind of on time
UA,375,November,2013-11-27T21:00:00Z,2,-27,Kind of on time,Kind of on time
9E,3385,June,2013-06-25T23:00:00Z,105,97,Late,Late
UA,1259,April,2013-04-05T21:00:00Z,-4,-18,Kind of on time,Kind of on time
EV,4422,May,2013-05-05T12:00:00Z,-5,-18,Kind of on time,Kind of on time
AA,67,December,2013-12-02T22:00:00Z,2,-1,Kind of on time,Kind of on time
B6,299,December,2013-12-16T22:00:00Z,6,2,Kind of on time,Kind of on time
B6,83,October,2013-10-10T19:00:00Z,32,-2,Late,Kind of on time
AA,936,November,2013-11-17T13:00:00Z,-1,-43,Kind of on time,Early
DL,1629,May,2013-05-24T22:00:00Z,38,19,Late,Kind of on time
EV,5713,September,2013-09-01T18:00:00Z,0,-22,Kind of on time,Kind of on time
9E,3439,January,2013-01-20T01:00:00Z,1,-20,Kind of on time,Kind of on time
AS,15,September,2013-09-13T11:00:00Z,-7,-49,Kind of on time,Early
EV,4627,January,2013-01-28T00:00:00Z,-7,-19,Kind of on time,Kind of on time
UA,1591,August,2013-08-10T09:00:00Z,-3,-15,Kind of on time,Kind of on time
B6,518,August,2013-08-29T14:00:00Z,20,16,Kind of on time,Kind of on time
UA,1480,January,2013-01-10T13:00:00Z,-8,-15,Kind of on time,Kind of on time
EV,4424,October,2013-10-08T10:00:00Z,-6,-13,Kind of on time,Kind of on time
DL,2395,March,2013-03-02T13:00:00Z,-1,17,Kind of on time,Kind of on time
WN,1118,December,2013-12-27T01:00:00Z,24,-8,Kind of on time,Kind of on time
B6,1403,June,2013-06-25T10:00:00Z,12,16,Kind of on time,Kind of on time
US,745,August,2013-08-12T10:00:00Z,-5,-9,Kind of on time,Kind of on time
DL,1947,March,2013-03-28T16:00:00Z,-7,-12,Kind of on time,Kind of on time
UA,598,October,2013-10-08T21:00:00Z,16,27,Kind of on time,Kind of on time
UA,397,April,2013-04-09T12:00:00Z,-7,-39,Kind of on time,Early
UA,434,October,2013-10-21T12:00:00Z,-1,-27,Kind of on time,Kind of on time
UA,1711,November,2013-11-26T13:00:00Z,23,-4,Kind of on time,Kind of on time
EV,4312,December,2013-12-07T00:00:00Z,NA,NA,NA,NA
VX,413,August,2013-08-09T20:00:00Z,1,5,Kind of on time,Kind of on time
MQ,4558,January,2013-01-06T13:00:00Z,-3,6,Kind of on time,Kind of on time
MQ,4401,February,2013-02-08T11:00:00Z,-13,-10,Kind of on time,Kind of on time
AA,1357,July,2013-07-18T13:00:00Z,51,122,Late,Late
EV,3846,November,2013-11-16T12:00:00Z,-4,-11,Kind of on time,Kind of on time
9E,3377,August,2013-08-28T21:00:00Z,NA,NA,NA,NA
EV,4204,October,2013-10-05T00:00:00Z,0,30,Kind of on time,Late
UA,1280,October,2013-10-28T16:00:00Z,0,-9,Kind of on time,Kind of on time
B6,1307,June,2013-06-06T21:00:00Z,-3,-2,Kind of on time,Kind of on time
B6,905,May,2013-05-02T10:00:00Z,55,48,Late,Late
AA,717,April,2013-04-02T12:00:00Z,6,20,Kind of on time,Kind of on time
9E,3523,March,2013-03-28T19:00:00Z,2,-14,Kind of on time,Kind of on time
B6,127,November,2013-11-08T17:00:00Z,-3,1,Kind of on time,Kind of on time
B6,327,September,2013-09-23T21:00:00Z,43,30,Late,Late
EV,4193,October,2013-10-23T17:00:00Z,-5,-7,Kind of on time,Kind of on time
B6,2680,October,2013-10-29T01:00:00Z,-10,-23,Kind of on time,Kind of on time
UA,1259,October,2013-10-31T14:00:00Z,12,28,Kind of on time,Kind of on time
AA,145,September,2013-09-09T19:00:00Z,11,-26,Kind of on time,Kind of on time
EV,4537,January,2013-01-16T13:00:00Z,109,160,Late,Late
UA,1199,April,2013-04-09T22:00:00Z,33,45,Late,Late
B6,165,February,2013-02-12T01:00:00Z,83,75,Late,Late
UA,1224,June,2013-06-13T00:00:00Z,13,44,Kind of on time,Late
WN,3327,July,2013-07-13T22:00:00Z,13,18,Kind of on time,Kind of on time
UA,303,June,2013-06-19T10:00:00Z,-7,17,Kind of on time,Kind of on time
EV,4294,July,2013-07-15T20:00:00Z,3,-5,Kind of on time,Kind of on time
VX,187,April,2013-04-08T14:00:00Z,13,-7,Kind of on time,Kind of on time
DL,863,September,2013-09-21T16:00:00Z,0,48,Kind of on time,Late
AA,413,July,2013-07-05T10:00:00Z,-2,-12,Kind of on time,Kind of on time
DL,1435,September,2013-09-04T23:00:00Z,-6,-27,Kind of on time,Kind of on time
UA,1100,September,2013-09-22T23:00:00Z,-3,-21,Kind of on time,Kind of on time
MQ,3621,September,2013-10-01T01:00:00Z,-9,-30,Kind of on time,Kind of on time
B6,1171,October,2013-10-16T18:00:00Z,9,-4,Kind of on time,Kind of on time
B6,1191,July,2013-07-17T16:00:00Z,-5,-8,Kind of on time,Kind of on time
UA,565,December,2013-12-05T16:00:00Z,75,86,Late,Late
UA,617,September,2013-09-12T21:00:00Z,183,215,Late,Late
US,1429,April,2013-04-23T12:00:00Z,3,20,Kind of on time,Kind of on time
WN,580,June,2013-06-19T21:00:00Z,36,44,Late,Late
DL,1685,March,2013-03-04T18:00:00Z,89,79,Late,Late
DL,1947,August,2013-08-25T16:00:00Z,-3,-29,Kind of on time,Kind of on time
B6,1783,December,2013-12-06T13:00:00Z,-1,-9,Kind of on time,Kind of on time
DL,2147,November,2013-11-16T23:00:00Z,-4,-14,Kind of on time,Kind of on time
UA,1262,September,2013-09-01T10:00:00Z,-6,-29,Kind of on time,Kind of on time
UA,1177,February,2013-02-18T19:00:00Z,3,-4,Kind of on time,Kind of on time
US,2195,December,2013-12-23T01:00:00Z,13,9,Kind of on time,Kind of on time
DL,781,September,2013-09-29T16:00:00Z,10,18,Kind of on time,Kind of on time
AA,59,February,2013-02-02T12:00:00Z,0,11,Kind of on time,Kind of on time
B6,219,September,2013-09-23T12:00:00Z,-6,-11,Kind of on time,Kind of on time
9E,3864,September,2013-09-17T23:00:00Z,-2,-39,Kind of on time,Early
UA,691,June,2013-06-13T22:00:00Z,21,14,Kind of on time,Kind of on time
EV,4511,July,2013-07-12T20:00:00Z,-4,-25,Kind of on time,Kind of on time
FL,1159,December,2013-12-26T01:00:00Z,-14,-26,Kind of on time,Kind of on time
DL,27,June,2013-06-20T12:00:00Z,1,-12,Kind of on time,Kind of on time
UA,303,December,2013-12-17T11:00:00Z,52,111,Late,Late
MQ,3611,November,2013-11-26T15:00:00Z,-7,-10,Kind of on time,Kind of on time
B6,2402,November,2013-11-21T18:00:00Z,-3,-6,Kind of on time,Kind of on time
DL,1959,May,2013-05-20T12:00:00Z,-2,-11,Kind of on time,Kind of on time
DL,2043,June,2013-06-19T17:00:00Z,1,5,Kind of on time,Kind of on time
B6,643,March,2013-03-20T11:00:00Z,-1,-12,Kind of on time,Kind of on time
AA,133,November,2013-11-13T20:00:00Z,-7,-28,Kind of on time,Kind of on time
MQ,4674,April,2013-04-21T22:00:00Z,-7,-13,Kind of on time,Kind of on time
EV,3806,December,2013-12-14T22:00:00Z,NA,NA,NA,NA
B6,23,August,2013-08-21T11:00:00Z,-3,-22,Kind of on time,Kind of on time
UA,397,March,2013-03-28T12:00:00Z,-2,-12,Kind of on time,Kind of on time
UA,429,January,2013-01-31T12:00:00Z,5,1,Kind of on time,Kind of on time
9E,3579,April,2013-04-10T19:00:00Z,145,146,Late,Late
AA,655,February,2013-02-04T13:00:00Z,-10,-34,Kind of on time,Early
UA,495,April,2013-04-03T11:00:00Z,3,-20,Kind of on time,Kind of on time
B6,391,April,2013-04-12T21:00:00Z,178,188,Late,Late
EV,4687,June,2013-06-09T17:00:00Z,-1,-7,Kind of on time,Kind of on time
EV,5680,August,2013-08-10T16:00:00Z,9,1,Kind of on time,Kind of on time
EV,4963,February,2013-02-22T11:00:00Z,NA,NA,NA,NA
9E,3385,June,2013-06-19T23:00:00Z,3,-24,Kind of on time,Kind of on time
UA,296,May,2013-05-22T19:00:00Z,0,-13,Kind of on time,Kind of on time
UA,207,October,2013-10-20T12:00:00Z,-13,-25,Kind of on time,Kind of on time
AA,695,May,2013-05-06T21:00:00Z,-3,-11,Kind of on time,Kind of on time
MQ,3792,March,2013-03-06T16:00:00Z,-4,-17,Kind of on time,Kind of on time
UA,525,December,2013-12-05T22:00:00Z,54,48,Late,Late
MQ,3374,October,2013-10-21T23:00:00Z,-6,-11,Kind of on time,Kind of on time
UA,512,April,2013-04-13T21:00:00Z,41,64,Late,Late
B6,1505,May,2013-05-31T00:00:00Z,-4,-20,Kind of on time,Kind of on time
DL,2190,November,2013-11-16T13:00:00Z,-7,-15,Kind of on time,Kind of on time
WN,600,February,2013-02-09T20:00:00Z,NA,NA,NA,NA
VX,251,March,2013-03-16T13:00:00Z,4,-3,Kind of on time,Kind of on time
US,2179,September,2013-09-22T16:00:00Z,-6,-17,Kind of on time,Kind of on time
B6,199,March,2013-03-30T01:00:00Z,0,-7,Kind of on time,Kind of on time
EV,5601,December,2013-12-08T21:00:00Z,-3,-13,Kind of on time,Kind of on time
DL,1865,February,2013-02-21T12:00:00Z,-7,-28,Kind of on time,Kind of on time
B6,703,June,2013-06-23T18:00:00Z,6,-11,Kind of on time,Kind of on time
DL,476,September,2013-09-27T17:00:00Z,-9,-22,Kind of on time,Kind of on time
9E,3521,October,2013-10-13T12:00:00Z,-3,-34,Kind of on time,Early
DL,2019,April,2013-04-09T22:00:00Z,1,6,Kind of on time,Kind of on time
US,623,August,2013-08-10T10:00:00Z,-3,5,Kind of on time,Kind of on time
B6,2502,October,2013-10-24T16:00:00Z,-7,-14,Kind of on time,Kind of on time
EV,4495,November,2013-11-15T15:00:00Z,-4,-9,Kind of on time,Kind of on time
AA,2019,August,2013-08-20T22:00:00Z,-10,-4,Kind of on time,Kind of on time
B6,1401,October,2013-10-24T16:00:00Z,0,7,Kind of on time,Kind of on time
B6,130,January,2013-01-31T23:00:00Z,53,61,Late,Late
UA,595,February,2013-02-08T19:00:00Z,25,50,Kind of on time,Late
WN,1069,July,2013-07-27T19:00:00Z,14,31,Kind of on time,Late
AA,883,May,2013-05-19T19:00:00Z,-2,-31,Kind of on time,Early
UA,1496,September,2013-09-24T12:00:00Z,-5,-18,Kind of on time,Kind of on time
DL,1629,June,2013-06-09T22:00:00Z,9,0,Kind of on time,Kind of on time
DL,2214,December,2013-12-21T16:00:00Z,-4,-6,Kind of on time,Kind of on time
EV,4187,November,2013-11-01T14:00:00Z,97,102,Late,Late
B6,283,December,2013-12-31T21:00:00Z,31,35,Late,Late
AA,2147,July,2013-07-30T15:00:00Z,-5,-10,Kind of on time,Kind of on time
DL,1331,February,2013-02-11T21:00:00Z,72,57,Late,Late
MQ,3199,June,2013-06-25T19:00:00Z,6,86,Kind of on time,Late
AA,1871,August,2013-08-04T13:00:00Z,-12,-55,Kind of on time,Early
B6,213,July,2013-07-21T17:00:00Z,-3,6,Kind of on time,Kind of on time
EV,4419,October,2013-10-29T12:00:00Z,1,10,Kind of on time,Kind of on time
EV,4686,March,2013-03-09T14:00:00Z,25,11,Kind of on time,Kind of on time
B6,1371,November,2013-11-19T02:00:00Z,-6,-8,Kind of on time,Kind of on time
EV,4221,March,2013-03-24T14:00:00Z,-7,-25,Kind of on time,Kind of on time
EV,4255,November,2013-11-24T15:00:00Z,18,11,Kind of on time,Kind of on time
9E,4091,March,2013-03-23T23:00:00Z,-6,10,Kind of on time,Kind of on time
AA,1039,March,2013-03-08T20:00:00Z,4,-17,Kind of on time,Kind of on time
MQ,4650,May,2013-05-20T10:00:00Z,26,37,Kind of on time,Late
UA,253,August,2013-08-09T19:00:00Z,-2,-18,Kind of on time,Kind of on time
AA,256,September,2013-09-24T19:00:00Z,-7,7,Kind of on time,Kind of on time
MQ,4589,February,2013-02-05T15:00:00Z,27,44,Kind of on time,Late
DL,1771,August,2013-08-30T11:00:00Z,-3,-15,Kind of on time,Kind of on time
UA,397,April,2013-04-08T12:00:00Z,-9,-31,Kind of on time,Early
B6,71,October,2013-10-21T23:00:00Z,50,51,Late,Late
UA,1686,August,2013-08-23T10:00:00Z,-2,-26,Kind of on time,Kind of on time
UA,292,March,2013-03-11T16:00:00Z,-5,16,Kind of on time,Kind of on time
B6,234,November,2013-11-14T03:00:00Z,0,7,Kind of on time,Kind of on time
DL,2042,December,2013-12-01T21:00:00Z,-1,13,Kind of on time,Kind of on time
UA,1078,October,2013-10-24T21:00:00Z,-8,-13,Kind of on time,Kind of on time
MQ,3572,September,2013-09-13T15:00:00Z,-4,-2,Kind of on time,Kind of on time
UA,309,March,2013-03-22T13:00:00Z,7,-7,Kind of on time,Kind of on time
DL,1982,July,2013-07-18T19:00:00Z,6,NA,Kind of on time,NA
B6,600,April,2013-04-29T13:00:00Z,-1,-7,Kind of on time,Kind of on time
B6,377,May,2013-05-02T18:00:00Z,-5,27,Kind of on time,Kind of on time
DL,1131,September,2013-09-05T16:00:00Z,-5,-10,Kind of on time,Kind of on time
MQ,3361,August,2013-08-20T16:00:00Z,0,0,Kind of on time,Kind of on time
EV,5091,June,2013-06-14T20:00:00Z,26,53,Kind of on time,Late
B6,283,December,2013-12-30T21:00:00Z,37,51,Late,Late
UA,512,August,2013-08-17T21:00:00Z,0,-41,Kind of on time,Early
B6,527,July,2013-07-30T01:00:00Z,39,15,Late,Kind of on time
DL,831,January,2013-01-14T12:00:00Z,0,-8,Kind of on time,Kind of on time
EV,4131,July,2013-07-18T23:00:00Z,-5,47,Kind of on time,Late
UA,693,December,2013-12-16T00:00:00Z,77,58,Late,Late
WN,488,June,2013-06-21T10:00:00Z,35,26,Late,Kind of on time
